cas_num,com_id,com_nam,rep_typ,rep_yea,fin_amo,off,sta,dis,can_nam,lat_fil_not_fil,pai_yes_no,
"398","C00310904","BAIRD FOR CONGRESS","YE","2000",,"H","WA","03","BAIRD, BRIAN N.","L","N",
"567","C00174227","BAKER & HOSTETLER POLITICAL ACTION COMMITTEE","YE","2001","$1,500.00","","","","","L","Y",
"645","C00077552","BAKER BOTTS BLUEBONNET FUND","M6","2002","$250.00","","","","","L","Y",
"265","C00249359","BAKERY CONFECTIONERY TOBACCO WKRS & GRAIN MILLERS INT'L UNION LOCAL 19 POL ORG 'BCTGM'","30G","2000","$825.00","","","","","L","Y",
"1014","C00249359","BAKERY CONFECTIONERY TOBACCO WKRS & GRAIN MILLERS INT'L UNION LOCAL 19 POL ORG 'BCTGM'","YE","2002","$312.00","","","","","L","Y",
"1960","C00249359","BAKERY CONFECTIONERY TOBACCO WKRS & GRAIN MILLERS INT'L UNION LOCAL 19 POL ORG 'BCTGM'","12G","2008","$500.00","","","","","N","Y",
"205","C00127621","BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION PAC","12G","2000","$650.00","","","","","L","Y",
"1795","C00439869","BALDERMANN FOR CONGRESS","Q1","2008","$5,500.00","H","IL","11","BALDERMANN, TIM","N","Y",
"1836","C00439869","BALDERMANN FOR CONGRESS","Q2","2008","$250.00","H","IL","11","BALDERMANN, TIM","N","Y",
"1910","C00439869","BALDERMANN FOR CONGRESS","Q3","2008",,"H","IL","11","BALDERMANN, TIM","N","N",
"2045","C00439869","BALDERMANN FOR CONGRESS","YE","2008",,"H","IL","11","BALDERMANN, TIM","N","N",
"2093","C00439869","BALDERMANN FOR CONGRESS","Q1","2009",,"H","IL","11","BALDERMANN, TIM","N","N",
"266","C00183962","BANCORP SOUTH BANK PAC FKA BANK OF MISSISSIPPI OFFICERS VOLUNTARY POLITICAL COMMITTEE","30G","2000","$250.00","","","","","L","Y",
"647","C00252866","BANK OF AMERICA CORPORATION PAC (FKA MBNA CORPORATION FEDERAL POLITICAL COMMITTEE)","M6","2002",,"","","","","N","N",
"49","C00102293","BANKBOSTON CORPORATION POLITICAL ACTION COMMITTEE","Q2","2000","$1,800.00","","","","","N","Y",
"938","C00085977","BANKERS UNITE IN LEGISLATIVE DECISIONS AKA BUILD (FKA IOWA BANKERS ASSOC)","30G","2002",,"","","","","N","N",
"2694","C00507442","BARBARA CARLSON FOR US CONGRESS COMMITTEE","YE","2012",,"H","TX","22","CARLSON, BARBARA J","N","N",
"58","C00344176","BARBARA COOPER FOR CONGRESS","12P","2000","$1,650.00","H","MO","02","COOPER, BARBARA J","L","Y",
"2845","C00556555","BARBARA MULVANEY FOR CONGRESS","Q3","2014","$330.00","H","CA","33","MULVANEY, BARBARA","N","Y",
"653","C00269506","BARCIA FOR CONGRESS","Q2","2002","$1,725.00","H","MI","05","BARCIA, JAMES A","L","Y",
"761","C00269506","BARCIA FOR CONGRESS","Q3","2002","$825.00","H","MI","05","BARCIA, JAMES A","L","Y",
"1052","C00371708","BARHAM FOR CONGRESS INC","Q1","2003",,"H","LA","05","BARHAM, ROBERT J","N","N",
"1063","C00371708","BARHAM FOR CONGRESS INC","Q2","2003",,"H","LA","05","BARHAM, ROBERT J","N","N",
"2307","C00395947","BARNES & THORNBURG POLITICAL ACTION COMMITTEE","12G","2010","$660.00","","","","","N","Y",
"2695","C00504068","BARNES FOR CONGRESS","YE","2012","$550.00","H","MN","03","BARNES, BRIAN PATRICK","N","Y",
"1700","C00258590","BARRACK, RODOS & BACINE POLITICAL ACTION COMMITTEE","YE","2006",,"","","","","L","N",
"1140","C00366617","BARRETT FOR CONGRESS","12P","2004","$1,775.00","H","SC","03","BARRETT, JAMES GRESHAM","L","Y",
"2191","C00255190","BARTLETT FOR CONGRESS COMMITTEE","12P","2010","$1,865.00","H","MD","06","BARTLETT, ROSCOE G. REP.","L","Y",
"994","C00305656","BARVE FOR CONGRESS COMMITTEE","YE","2002","$2,700.00","H","MD","08","BARVE, KUMAR P","N","Y",
"767","C00367284","BATTLES FOR CONGRESS","Q3","2002","$700.00","H","RI","01","BATTLES, MICHAEL JOSEPH","L","Y",
"1003","C00367284","BATTLES FOR CONGRESS","YE","2002","$3,375.00","H","RI","01","BATTLES, MICHAEL JOSEPH","N","N",
"2564","C00281162","BAYER CORPORATION POLITICAL ACTION COMMITTEE","M7","2012","$400.00","","","","","L","Y",
"120","C00344317","BAYNE FOR CONGRESS","Q3","2000","$4,500.00","H","IL","17","BAYNE, HAROLD ROBERT","N","Y",
"2749","C00540385","BEALE FOR CONGRESS","Q1","2013","$4,950.00","H","IL","02","BEALE, ANTHONY A","N","N",
"2756","C00540385","BEALE FOR CONGRESS","Q2","2013","$330.00","H","IL","02","BEALE, ANTHONY A","N","N",
"2773","C00540385","BEALE FOR CONGRESS","YE","2013","$5,775.00","H","IL","02","BEALE, ANTHONY A","N","N",
"2793","C00540385","BEALE FOR CONGRESS","Q1","2014","$5,775.00","H","IL","02","BEALE, ANTHONY A","N","N",
"2814","C00540385","BEALE FOR CONGRESS","Q2","2014","$7,700.00","H","IL","02","BEALE, ANTHONY A","N","N",
"2846","C00540385","BEALE FOR CONGRESS","Q3","2014","$7,700.00","H","IL","02","BEALE, ANTHONY A","N","N",
"1701","C00423608","BEATTY FOR CONGRESS COMMITTEE","YE","2006","$250.00","H","MA","10","BEATTY, JEFFREY  K","N","Y",
"1147","C00390427","BELK 2004 US SENATE","Q2","2004","$1,975.00","S","SC","00","BELK, MARCUS TYRONE","L","N",
"757","C00373514","BEN ALLEN FOR CONGRESS","Q3","2002","$2,100.00","H","GA","12","ALLEN, BENJAMIN","L","Y",
"2399","C00434324","BEN GRABER FOR CONGRESS","YE","2010","$190.00","H","FL","19","GRABER, BENJAMIN","L","Y",
"1010","C00378737","BEN JONES FOR CONGRESS","YE","2002","$900.00","H","VA","07","JONES, BEN L","N","Y",
"1911","C00436535","BENJAMIN LODMELL FOR U S CONGRESS","Q3","2008",,"H","AL","01","LODMELL, BENJAMIN","N","N",
"2046","C00436535","BENJAMIN LODMELL FOR U S CONGRESS","YE","2008",,"H","AL","01","LODMELL, BENJAMIN","N","N",
"2573","C00516468","BENNETT FOR SENATE COMMITTEE","Q3","2012","$135.00","S","ME","00","BENNETT, RICHARD A","L","Y",
"2047","C00443036","BENNY SHENDO FOR CONGRESS","YE","2008","$250.00","H","NM","03","SHENDO, BENNY JR","N","Y",
"1961","C00432724","BEST PAC","12G","2008","$500.00","","","","","N","Y",
"2696","C00503177","BETTE GRANDE FOR CONGRESS","YE","2012","$550.00","H","ND","00","GRANDE, BETTE B","N","Y",
"2103","C00461079","BETTY CHU 4 CONGRESS","Q2","2009","$250.00","H","CA","32","CHU, BETTY","N","Y",
"2107","C00461079","BETTY CHU 4 CONGRESS","30S","2009","$6,050.00","H","CA","32","CHU, BETTY","N","Y",
"2109","C00461079","BETTY CHU 4 CONGRESS","Q3","2009",,"H","CA","32","CHU, BETTY","N","N",
"468","C00270868","BEXAR COUNTY DEMOCRATIC PARTY","YE","2000","$900.00","","","","","N","Y",
"749","C00270868","BEXAR COUNTY DEMOCRATIC PARTY","Q3","2002","$5,000.00","","","","","N","Y",
"2308","C00359588","BGR PAC","12G","2010","$550.00","","","","","N","Y",
"1773","C00390583","BHFS-E, PC PAC (BROWNSTEIN HYATT FARBER SCHRECK POLITICAL ACTION COMMITTEE)","YE","2007","$1,125.00","","","","","N","Y",
"1963","C00390583","BHFS-E, PC PAC (BROWNSTEIN HYATT FARBER SCHRECK POLITICAL ACTION COMMITTEE)","12G","2008","$500.00","","","","","N","Y",
"737","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","Q3","2002","$2,000.00","","","","","N","Y",
"847","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","12G","2002","$1,250.00","","","","","N","Y",
"939","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","30G","2002","$2,250.00","","","","","N","Y",
"1439","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","YE","2005","$1,700.00","","","","","L","Y",
"1457","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","Q1","2006","$385.00","","","","","L","Y",
"1611","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","12G","2006","$255.00","","","","","L","Y",
"1837","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","Q2","2008","$1,706.00","","","","","L","Y",
"2129","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","Q1","2010","$150.00","","","","","L","Y",
"2351","C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE (FKA SUFFOLK PAC)","30G","2010","$268.00","","","","","L","Y",
"2538","C00506295","BICKNELL FOR CONGRESS","Q2","2012","$580.00","H","GA","09","BICKNELL, HUNTER","L","Y",
"122","C00347740","BIG MACK FOR CONGRESS","Q3","2000","$79.00","H","ME","01","MACK, ADAM","N","Y",
"940","C00285098","BIG TENT PAC","30G","2002","$900.00","","","","","N","Y",
"1458","C00285098","BIG TENT PAC","Q1","2006","$1,125.00","","","","","N","Y",
"237","C00341818","BILL BRADLEY FOR PRESIDENT INC","M11","2000","$3,050.00","P","US","00","BRADLEY, BILL","L","Y",
"1954","C00451807","BILL CASSIDY FOR CONGRESS","48H","2008","$3,583.00","H","LA","06","CASSIDY, WILLIAM","N","Y",
"1407","C00393785","BILL JONES FOR US SENATE","48H","2004",,"S","CA","00","JONES, BILL","N","N",
"2478","C00477190","BILL LYNCH FOR CONGRESS","Q1","2011","$171.00","H","RI","01","LYNCH, WILLIAM J","N","Y",
"762","C00374686","BILL MARTIN CONGRESSIONAL COMMITTEE","Q3","2002","$275.00","H","NC","13","MARTIN, WILLIAM NELSON","L","Y",
"997","C00374686","BILL MARTIN CONGRESSIONAL COMMITTEE","YE","2002","$1,125.00","H","NC","13","MARTIN, WILLIAM NELSON","N","Y",
"532","C00166041","BILL MCCOLLUM FOR US SENATE","48H","2000","$4,150.00","S","FL","00","MCCOLLUM, BILL","N","Y",
"267","C00035519","BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC.   ( PNC PAC)","30G","2000","$500.00","","","","","L","Y",
"2104","C00453514","BLACK AMERICANS FOR REAL CHANGE","MY","2009","$2,785.00","","","","","L","P",
"2119","C00453514","BLACK AMERICANS FOR REAL CHANGE","YE","2009","$312.00","","","","","N","P",
"2643","C00470690","BLACKBOARD INC POLITICAL ACTION COMMITTEE","12G","2012","$660.00","","","","","N","Y",
"2089","C00447748","BLAINE FOR CONGRESS 2008","48H","2008","$6,360.00","H","MO","03","LUETKEMEYER, W BLAINE","N","Y",
"1179","C00401000","BLAIR MATHIES FOR CONGRESS","12P","2004","$5,000.00","H","NY","03","MATHIES, BLAIR","N","Y",
"26","C00336123","BLAKE FOR CONGRESS COMMITTEE","Q2","2000","$900.00","H","CA","10","BLAKE, GORDON THOMAS","N","Y",
"378","C00336123","BLAKE FOR CONGRESS COMMITTEE","YE","2000","$531.00","H","CA","10","BLAKE, GORDON THOMAS","L","Y",
"2644","C00409789","BLESSEY MARINE SERVICE, INC. POLITICAL ACTION COMMITTEE","12G","2012","$550.00","","","","","N","Y",
"132","C00346908","BLOCKEY 2000","Q3","2000","$1,800.00","H","NV","01","BLOCKEY, JIM","N","Y",
"1997","C00406405","BLOGPAC","30G","2008","$975.00","","","","","L","Y",
"1645","C00427617","BLUE AMERICA PAC","30G","2006","$2,700.00","","","","","N","Y",
"1272","C00340364","BLUE SHIELD OF CALIFORNIA","12G","2004","$600.00","","","","","N","Y",
"1328","C00340364","BLUE SHIELD OF CALIFORNIA","30G","2004","$500.00","","","","","N","Y",
"2529","C00506139","BLUM FOR CONGRESS 2012","12P","2012","$480.00","H","IA","01","BLUM, ROD","L","Y",
"2010","C00170696","BMO HARRIS BANK NA POLITICAL ACTION COMMITTEE","30G","2008","$900.00","","","","","N","Y",
"2815","C00431056","BOB CASEY FOR SENATE INC","Q2","2014",,"S","PA","00","CASEY, ROBERT P JR","N","N",
"714","C00358168","BOB CONDON FOR CONGRESS","MY","2002","$52.00","H","FL","01","CONDON, BOB","N","Y",
"121","C00353490","BOB GRIFFITHS FOR CONGRESS","Q3","2000","$310.00","H","IN","07","GRIFFITHS, BOB","N","Y",
"778","C00371690","BOB HERRIOTT FOR US CONGRESS","Q3","2002","$5,500.00","H","GA","11","HERRIOTT, BOB","N","Y",
"1772","C00434456","BOB HILL FOR CONGRESS","YE","2007","$170.00","H","MN","06","HILL, ROBERT ANTHONY","L","Y",
"1796","C00434456","BOB HILL FOR CONGRESS","Q1","2008",,"H","MN","06","HILL, ROBERT ANTHONY","N","N",
"1838","C00434456","BOB HILL FOR CONGRESS","Q2","2008",,"H","MN","06","HILL, ROBERT ANTHONY","N","N",
"1740","C00411652","BOB MCEWEN FOR CONGRESS COMMITTEE","Q1","2007",,"H","OH","02","MCEWEN, BOB","N","N",
"1912","C00436790","BOB OLSON FOR U S SENATE","Q3","2008",,"S","MN","00","OLSON, ROBERT A","N","N",
"35","C00346155","BOB ROVNER FOR US SENATE--2000","Q2","2000","$900.00","S","PA","00","ROVNER, BOB","N","Y",
"144","C00338095","BOB SHRAUGER FOR CONGRESS","Q3","2000","$1,400.00","H","MI","02","SHRAUGER, BOB","L","Y",
"2197","C00483495","BOB TURNER FOR CONGRESS","Q3","2010","$2,725.00","S","NY","00","TURNER, ROBERT L","L","Y",
"2264","C00483495","BOB TURNER FOR CONGRESS","48H","2010","$5,670.00","S","NY","00","TURNER, ROBERT L","N","Y",
"2284","C00483495","BOB TURNER FOR CONGRESS","30G","2010","$3,850.00","S","NY","00","TURNER, ROBERT L","N","Y",
"726","C00040949","BOILERMAKERS BLACKSMITHS FORGERS AND HELPERS OF AMERICA LOCAL 169 BOILERMAKERS PAC","Q3","2002","$450.00","","","","","L","Y",
"2400","C00118828","BOILERMAKERS LOCAL 85 FEDERAL POLITICAL ACTION COMMITTEE","YE","2010","$165.00","","","","","L","Y",
"1998","C00415752","BORDER HEALTH FEDERAL PAC","30G","2008","$4,500.00","","","","","N","Y",
"2309","C00415752","BORDER HEALTH FEDERAL PAC","12G","2010","$825.00","","","","","N","Y",
"656","C00148429","BORSKI FOR CONGRESS COMMITTEE","Q2","2002","$975.00","H","PA","13","BORSKI, ROBERT A","L","Y",
"786","C00148429","BORSKI FOR CONGRESS COMMITTEE","Q3","2002","$2,700.00","H","PA","13","BORSKI, ROBERT A","N","Y",
"1603","C00417154","BOUCHARD FOR US SENATE","48H","2006","$10,181.00","S","MI","00","BOUCHARD, MICHAEL J","N","Y",
"2130","C00467506","BOWERS FOR CONGRESS","Q1","2010","$2,035.00","H","AZ","01","BOWERS, RUSSELL WESLEY","L","Y",
"2310","C00142315","BOYD GAMING POLITICAL ACTION COMMITTEE","12G","2010",,"","","","","N","N",
"2352","C00142315","BOYD GAMING POLITICAL ACTION COMMITTEE","30G","2010","$250.00","","","","","N","Y",
"2910","C00142315","BOYD GAMING POLITICAL ACTION COMMITTEE","12G","2014","$660.00","","","","","N","Y",
"2272","C00021295","BRACEPAC","12G","2010","$550.00","","","","","N","Y",
"2697","C00501411","BRAD BOOKOUT FOR CONGRESS","YE","2012","$250.00","H","IN","06","BOOKOUT, BRADLEY T","N","Y",
"252","C00343616","BRAD CARSON FOR CONGRESS COMMITTEE","30G","2000","$11,000.00","H","OK","02","CARSON, BRAD","N","Y",
"392","C00343616","BRAD CARSON FOR CONGRESS COMMITTEE","YE","2000","$1,500.00","H","OK","02","CARSON, BRAD","L","Y",
"2698","C00371211","BRAD MILLER FOR UNITED STATES CONGRESS","YE","2012",,"H","NC","13","MILLER, RALPH BRAD MR","N","N",
"2699","C00513788","BRAD MORRIS FOR CONGRESS","YE","2012","$250.00","H","MS","01","MORRIS, BRAD","N","Y",
"2184","C00463885","BRADLEY BEAUCHAMP FOR CONGRESS","12P","2010","$990.00","H","AZ","01","BEAUCHAMP, BRADLEY DON","L","Y",
"1198","C00000992","BRANCH COUNTY REPUBLICAN COMMITTEE","Q3","2004","$450.00","","","","","L","Y",
"2811","C00544692","BRANKO RADULOVACKI FOR US SENATE","12P","2014","$1,090.00","S","GA","00","RADULOVACKI, BRANKO","N","Y",
"1122","C00174847","BREWERY SOFT DRINK BEER DISTR OPTICAL DENTAL MISC WORKERS WAREHOUSEMAN HELP LOCAL 830 PAC","Q1","2004","$640.00","","","","","L","Y",
"1646","C00174847","BREWERY SOFT DRINK BEER DISTR OPTICAL DENTAL MISC WORKERS WAREHOUSEMAN HELP LOCAL 830 PAC","30G","2006","$975.00","","","","","L","Y",
"1267","C00401034","BRIAN HIGGINS FOR CONGRESS","48H","2004","$4,847.00","H","NY","26","HIGGINS, BRIAN","N","Y",
"1881","C00401034","BRIAN HIGGINS FOR CONGRESS","12P","2008","$6,250.00","H","NY","26","HIGGINS, BRIAN","N","Y",
"2515","C00486829","BRIAN K HILL FOR US SENATE","Q1","2012","$155.00","S","CT","00","HILL, BRIAN KEITH","L","Y",
"929","C00373423","BRICKLAYERS AND ALLIED CRAFTWORKERS LOCAL NO 3 BUFFALO CHAPTER PAC","30G","2002","$825.00","","","","","L","Y",
"661","C00368852","BRIGGS FOR CONGRESS","Q2","2002","$900.00","H","CA","21","BRIGGS, MIKE EARL","N","N",
"774","C00368852","BRIGGS FOR CONGRESS","Q3","2002","$900.00","H","CA","21","BRIGGS, MIKE EARL","N","N",
"1004","C00378273","BRIGHTHARP FOR CONGRESS","YE","2002","$598.00","H","SC","03","BRIGHTHARP, GEORGE L","N","Y",
"1875","C00241851","BRINKER INTERNATIONAL INC. POLITICAL ACTION COMMITTEE","M7","2008","$125.00","","","","","L","Y",
"1413","C00411215","BRINKMAN FOR CONGRESS","Q2","2005","$4,675.00","H","OH","02","BRINKMAN, THOMAS E","L","Y",
"954","C00360719","BROADWING COMMUNICATIONS LLC PAC","30G","2002","$1,800.00","","","","","N","Y",
"1033","C00360719","BROADWING COMMUNICATIONS LLC PAC","YE","2002","$900.00","","","","","N","Y",
"1106","C00393587","BROCK HILL CAMPAIGN","Q1","2004","$340.00","H","TN","04","HILL, RICHARD","L","Y",
"1214","C00388736","BROYHILL FOR CONGRESS","Q3","2004","$11,000.00","H","NC","05","BROYHILL, J EDGAR III","N","Y",
"2574","C00519686","BRUCE PELLER FOR CONGRESS","Q3","2012","$250.00","H","NC","05","PELLER, BRUCE G","N","Y",
"2285","C00473686","BRYAN UNDERWOOD FOR CONGRESS","30G","2010","$1,650.00","H","TX","28","UNDERWOOD, BRYAN KEITH","L","Y",
"255","C00345504","BRYNDAN WRIGHT FOR CONGRESS COMMITTEE","30G","2000",,"H","TX","24","WRIGHT, JAMES BRYNDAN","N","N",
"2343","C00461368","BUCK FOR COLORADO","48H","2010","$9,236.00","S","CO","00","BUCK, KENNETH R","N","Y",
"2503","C00258244","BUCK MCKEON FOR CONGRESS","YE","2011","$4,600.00","H","CA","25","MCKEON, HOWARD P "BUCK"","L","Y",
"1839","C00436030","BUCKEY FOR SENATE","Q2","2008","$250.00","S","NH","00","BUCKEY, JAY CLARK","N","Y",
"890","C00375410","BUCKLEY02","30G","2002","$275.00","H","OR","02","BUCKLEY, PETER","L","Y",
"2904","C00543967","BUDDY CARTER FOR CONGRESS","48H","2014","$20,698.00","H","GA","01","CARTER, EARL LEROY","N","Y",
"899","C00377143","BUILD AMERICA PAC","30G","2002","$475.00","","","","","L","Y",
"1999","C00165803","BUNCOMBE COUNTY REPUBLICAN PARTY","30G","2008","$300.00","","","","","N","Y",
"2867","C00165803","BUNCOMBE COUNTY REPUBLICAN PARTY","Q3","2014",,"","","","","N","N",
"982","C00377770","BUNDGAARD FOR CONGRESS","YE","2002","$3,500.00","H","AZ","02","BUNDGAARD, SCOTT","N","N",
"2401","C00458349","BURRIS FOR SENATE","YE","2010","$145.00","S","IL","00","BURRIS, ROLAND W","L","Y",
"2150","C00470963","BURTON FOR CONGRESS","12P","2010","$4,400.00","H","SC","01","BURTON, ROBERT","N","Y",
"2156","C00470963","BURTON FOR CONGRESS","Q2","2010","$195.00","H","SC","01","BURTON, ROBERT","L","Y",
"2198","C00382275","BUTLER SNOW POLITICAL ACTION COMMITTEE","Q3","2010","$250.00","","","","","L","Y",
"1578","C00423335","BYRNE FOR CONGRESS COMMITTEE; THE","12G","2006","$600.00","H","MO","01","BYRNE, MARK","L","Y",
"1647","C00423335","BYRNE FOR CONGRESS COMMITTEE; THE","30G","2006","$900.00","H","MO","01","BYRNE, MARK","L","Y",
"1702","C00423335","BYRNE FOR CONGRESS COMMITTEE; THE","YE","2006","$250.00","H","MO","01","BYRNE, MARK","N","Y",
"1186","C00382135","BYRON FOR CONGRESS","Q3","2004","$900.00","H","CA","49","BYRON, MICHAEL","N","Y",
"1244","C00382135","BYRON FOR CONGRESS","12G","2004","$500.00","H","CA","49","BYRON, MICHAEL","N","Y",
"1285","C00382135","BYRON FOR CONGRESS","30G","2004","$140.00","H","CA","49","BYRON, MICHAEL","L","Y",
"2491","C00493742","BYRON GEORGIOU FOR SENATE","Q2","2011",,"S","NV","00","GEORGIOU, BYRON","N","N",
"2575","C00493742","BYRON GEORGIOU FOR SENATE","Q3","2012","$78.00","S","NV","00","GEORGIOU, BYRON","N","Y",
"2101","C00451104","BYRON LEE FOR CONGRESS","48H","2008","$7,030.00","H","LA","02","LEE, BYRON LYNN","N","Y",
"2131","C00451104","BYRON LEE FOR CONGRESS","Q1","2010","$187.00","H","LA","02","LEE, BYRON LYNN","L","Y",
"792","C00372888","C PATRICK MEECE FOR CONGRESS","Q3","2002","$900.00","H","TX","31","MEECE, CURTIS PATRICK","N","N",
"210","C00344846","CABLE AND WIRELESS USA PAC","12G","2000","$1,000.00","","","","","N","Y",
"848","C00197863","CABLEVISION SYSTEMS CORPORATION POLITICAL ACTION COMMITTEE","12G","2002","$1,000.00","","","","","N","Y",
"907","C00197863","CABLEVISION SYSTEMS CORPORATION POLITICAL ACTION COMMITTEE","30G","2002","$1,600.00","","","","","L","Y",
"309","C00342311","CAESARS ENTERTAINMENT, INC. FEDERAL PAC","30G","2000","$900.00","","","","","N","Y",
"811","C00351635","CALFEE FUND FOR GOOD GOVERNMENT","12G","2002","$1,000.00","","","","","N","Y",
"457","C00248757","CALIFORNIA COOPERATIVE CREAMERY FEDERAL PAC OF DAIRY FARMERS OF AMERICA INC","YE","2000","$218.00","","","","","N","Y",
"1459","C00229997","CALIFORNIA DEMOCRATIC COUNCIL","Q1","2006","$1,600.00","","","","","L","Y",
"342","C00005751","CALIFORNIA DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE - FEDERAL FUND","12G","2000","$3,000.00","","","","","N","Y",
"268","C00117440","CALIFORNIA RIGHT TO LIFE POLITICAL ACTION COMMITTEE","30G","2000","$1,000.00","","","","","L","Y",
"442","C00117440","CALIFORNIA RIGHT TO LIFE POLITICAL ACTION COMMITTEE","YE","2000","$275.00","","","","","L","Y",
"169","C00305706","CALIFORNIA VOTER GUIDE","Q3","2000","$1,000.00","","","","","N","Y",
"291","C00305706","CALIFORNIA VOTER GUIDE","30G","2000",,"","","","","N","N",
"574","C00366476","CALIFORNIA VOTER REGISTRATION 2002","YE","2001","$8,000.00","","","","","N","Y",
"2646","C00389429","CALPORTLAND COMPANY POLITICAL ACTION COMMITTEE (CPCC-PAC)","12G","2012","$990.00","","","","","N","Y",
"1270","C00386300","CALUMET PAC","12G","2004","$500.00","","","","","N","Y",
"1324","C00386300","CALUMET PAC","30G","2004","$500.00","","","","","N","Y",
"1964","C00386300","CALUMET PAC","12G","2008","$900.00","","","","","N","Y",
"2833","C00550129","CALVIN D TURNQUEST FOR CONGRESS ","12P","2014","$1,090.00","H","FL","18","TURNQUEST, CALVIN DEON","N","N",
"2847","C00550129","CALVIN D TURNQUEST FOR CONGRESS ","Q3","2014","$1,090.00","H","FL","18","TURNQUEST, CALVIN DEON","N","N",
"2196","C00405852","CAM CAVASSO FOR U S SENATE","12P","2010","$2,250.00","S","HI","00","CAVASSO, CAMPBELL","N","Y",
